"sseqid","qseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","ssciname","scomname","sblastname","sskingdom","gdescription"
"gi|503995365|ref|WP_014229359.1|","1",84.332,217,34,0,1,217,1,217,7.6e-136,389,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|896067376|ref|WP_049112090.1|","1",84.332,217,34,0,1,217,1,217,7.85e-136,389,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|490989153|ref|WP_004850886.1|","1",84.332,217,34,0,1,217,1,217,1e-135,388,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1197289642|ref|WP_086530924.1|","1",84.332,217,34,0,1,217,1,217,1.15e-135,388,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1391029490|ref|WP_109240358.1|","1",83.871,217,35,0,1,217,1,217,1.67e-135,388,571,"Klebsiella oxytoca","Klebsiella oxytoca","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella oxytoca]"
"gi|490222066|ref|WP_004120434.1|","1",83.871,217,35,0,1,217,1,217,2.99e-135,387,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1341329032|ref|WP_103814509.1|","1",84.332,217,34,0,1,217,1,217,3.03e-135,387,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|835758090|ref|WP_047652417.1|","1",84.793,217,33,0,1,217,1,217,4.96e-135,387,1542468,"Enterobacter sp. UCD-UG_FMILLET","Enterobacter sp. UCD-UG_FMILLET","enterobacteria","Bacteria","nitrile hydratase subunit beta [Enterobacter sp. UCD-UG_FMILLET]"
"gi|1236108250|ref|WP_094909386.1|","1",83.871,217,35,0,1,217,1,217,6.38e-135,386,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|695835709|ref|WP_032749087.1|","1",83.871,217,35,0,1,217,1,217,1.03e-134,385,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1332829705|ref|WP_102802879.1|","1",83.871,217,35,0,1,217,1,217,1.06e-134,385,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1440571602|emb|STV90132.1|","1",83.173,208,35,0,10,217,1,208,1.12e-128,370,571,"Klebsiella oxytoca","Klebsiella oxytoca","enterobacteria","Bacteria","nitrile hydratase [Klebsiella oxytoca]"
"gi|394346343|gb|AFN32464.1|","1",83.654,208,34,0,10,217,1,208,1.36e-128,370,1191061,"Klebsiella michiganensis E718","Klebsiella michiganensis E718","enterobacteria","Bacteria","Cobalt-containing nitrile hydratase subunit beta [Klebsiella michiganensis E718]"
"gi|503995365|ref|WP_014229359.1|","2",100,217,0,0,1,217,1,217,6.26e-160,449,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|695804993|ref|WP_032719090.1|","2",99.539,217,1,0,1,217,1,217,3.01e-159,447,1236,"Gammaproteobacteria","Gammaproteobacteria","g-proteobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Gammaproteobacteria]"
"gi|640683895|ref|WP_025108349.1|","2",99.539,217,1,0,1,217,1,217,3.43e-159,447,91347,"Enterobacterales","Enterobacterales","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Enterobacterales]"
"gi|896021628|ref|WP_049083580.1|","2",99.078,217,2,0,1,217,1,217,4.66e-159,447,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1440523264|emb|STV60472.1|","2",99.078,217,2,0,1,217,1,217,6.41e-159,447,571,"Klebsiella oxytoca","Klebsiella oxytoca","enterobacteria","Bacteria","nitrile hydratase [Klebsiella oxytoca]"
"gi|1391029490|ref|WP_109240358.1|","2",99.078,217,2,0,1,217,1,217,7.23e-159,447,571,"Klebsiella oxytoca","Klebsiella oxytoca","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella oxytoca]"
"gi|497338003|ref|WP_009652216.1|","2",99.078,217,2,0,1,217,1,217,8.52e-159,446,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1236108250|ref|WP_094909386.1|","2",99.078,217,2,0,1,217,1,217,2.58e-158,445,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|695835709|ref|WP_032749087.1|","2",99.078,217,2,0,1,217,1,217,3.04e-158,445,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1197289642|ref|WP_086530924.1|","2",98.618,217,3,0,1,217,1,217,3.75e-158,445,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1033067384|ref|WP_064378003.1|","2",98.618,217,3,0,1,217,1,217,3.83e-158,445,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1341329032|ref|WP_103814509.1|","2",99.078,217,2,0,1,217,1,217,4.62e-158,445,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|490989153|ref|WP_004850886.1|","2",98.618,217,3,0,1,217,1,217,5.5e-158,444,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1332829705|ref|WP_102802879.1|","2",98.618,217,3,0,1,217,1,217,1.9e-157,443,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|746260818|ref|WP_039309048.1|","2",94.931,217,11,0,1,217,1,217,4.32e-152,429,55207,"Pectobacterium betavasculorum","Pectobacterium betavasculorum","enterobacteria","Bacteria","nitrile hydratase subunit beta [Pectobacterium betavasculorum]"
"gi|896067376|ref|WP_049112090.1|","2",95.392,217,10,0,1,217,1,217,4.72e-152,429,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|394346343|gb|AFN32464.1|","2",99.519,208,1,0,10,217,1,208,6.95e-152,429,1191061,"Klebsiella michiganensis E718","Klebsiella michiganensis E718","enterobacteria","Bacteria","Cobalt-containing nitrile hydratase subunit beta [Klebsiella michiganensis E718]"
"gi|1319932906|gb|PLM00048.1|","2",95.392,217,10,0,1,217,1,217,1.02e-151,429,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|490222066|ref|WP_004120434.1|","2",94.931,217,11,0,1,217,1,217,6.01e-151,427,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1440571602|emb|STV90132.1|","2",98.558,208,3,0,10,217,1,208,1.14e-150,426,571,"Klebsiella oxytoca","Klebsiella oxytoca","enterobacteria","Bacteria","nitrile hydratase [Klebsiella oxytoca]"
"gi|751930827|ref|WP_041145535.1|","2",93.088,217,15,0,1,217,1,217,1.11e-148,421,160674,"Raoultella","Raoultella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Raoultella]"
"gi|835758090|ref|WP_047652417.1|","2",93.088,217,15,0,1,217,1,217,5.91e-147,417,1542468,"Enterobacter sp. UCD-UG_FMILLET","Enterobacter sp. UCD-UG_FMILLET","enterobacteria","Bacteria","nitrile hydratase subunit beta [Enterobacter sp. UCD-UG_FMILLET]"
"gi|1293227791|ref|WP_100630420.1|","2",86.175,217,30,0,1,217,1,217,4.68e-138,394,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1293416633|ref|WP_100675592.1|","2",85.714,217,31,0,1,217,1,217,2.04e-137,392,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1000903570|ref|WP_061154604.1|","2",85.253,217,32,0,1,217,1,217,9.35e-137,391,573,"Klebsiella pneumoniae","Klebsiella pneumoniae","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella pneumoniae]"
"gi|1296385504|ref|WP_100696266.1|","2",84.793,217,33,0,1,217,1,217,2.38e-136,390,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|896134886|ref|WP_049155206.1|","2",84.332,217,34,0,1,217,1,217,3.41e-136,389,244366,"Klebsiella variicola","Klebsiella variicola","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella variicola]"
"gi|501535684|ref|WP_012541728.1|","2",84.332,217,34,0,1,217,1,217,7.6e-136,389,543,"Enterobacteriaceae","Enterobacteriaceae","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Enterobacteriaceae]"
"gi|1016530272|ref|WP_063105592.1|","2",84.332,217,34,0,1,217,1,217,1.44e-135,388,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1468100844|ref|WP_117138737.1|","2",84.332,217,34,0,1,217,1,217,1.48e-135,388,244366,"Klebsiella variicola","Klebsiella variicola","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella variicola]"
"gi|1468058489|ref|WP_117110484.1|","2",83.871,217,35,0,1,217,1,217,2.74e-135,387,244366,"Klebsiella variicola","Klebsiella variicola","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella variicola]"
"gi|695816522|ref|WP_032730361.1|","2",83.871,217,35,0,1,217,1,217,2.83e-135,387,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1468051541|ref|WP_117106505.1|","2",83.871,217,35,0,1,217,1,217,2.86e-135,387,244366,"Klebsiella variicola","Klebsiella variicola","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella variicola]"
"gi|1115553571|ref|WP_072124786.1|","2",83.871,217,35,0,1,217,1,217,3.16e-135,387,244366,"Klebsiella variicola","Klebsiella variicola","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella variicola]"
"gi|1398174552|ref|WP_110217856.1|","2",83.871,217,35,0,1,217,1,217,3.34e-135,387,244366,"Klebsiella variicola","Klebsiella variicola","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella variicola]"
"gi|1398150704|ref|WP_110196823.1|","2",83.871,217,35,0,1,217,1,217,4.21e-135,387,244366,"Klebsiella variicola","Klebsiella variicola","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella variicola]"
"gi|1398177415|ref|WP_110220010.1|","2",83.871,217,35,0,1,217,1,217,4.3e-135,387,244366,"Klebsiella variicola","Klebsiella variicola","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella variicola]"
"gi|1293477398|ref|WP_100685698.1|","2",84.793,217,33,0,1,217,1,217,5.01e-135,387,2054594,"Raoultella sp. T31","Raoultella sp. T31","enterobacteria","Bacteria","nitrile hydratase subunit beta [Raoultella sp. T31]"
"gi|1114023108|ref|WP_072045539.1|","2",83.871,217,35,0,1,217,1,217,5.01e-135,387,244366,"Klebsiella variicola","Klebsiella variicola","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella variicola]"
"gi|496080384|ref|WP_008804891.1|","2",83.871,217,35,0,1,217,1,217,5.01e-135,387,244366,"Klebsiella variicola","Klebsiella variicola","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella variicola]"
"gi|985815510|ref|WP_060875803.1|","2",83.871,217,35,0,1,217,1,217,5.24e-135,386,573,"Klebsiella pneumoniae","Klebsiella pneumoniae","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella pneumoniae]"
"gi|765324359|ref|WP_044649963.1|","2",83.871,217,35,0,1,217,1,217,6.96e-135,386,244366,"Klebsiella variicola","Klebsiella variicola","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella variicola]"
"gi|1181029539|ref|WP_084441132.1|","2",83.871,217,35,0,1,217,1,217,1.21e-134,385,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1031828009|ref|WP_064154617.1|","2",83.41,217,36,0,1,217,1,217,5.3e-134,384,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1327497168|ref|WP_101991717.1|","2",82.949,217,37,0,1,217,1,217,3.53e-133,382,1463165,"Klebsiella quasipneumoniae","Klebsiella quasipneumoniae","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella quasipneumoniae]"
"gi|1048240650|ref|WP_065812538.1|","2",82.949,217,37,0,1,217,1,217,4.8e-133,382,573,"Klebsiella pneumoniae","Klebsiella pneumoniae","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella pneumoniae]"
"gi|394346343|gb|AFN32464.1|","3",100,208,0,0,1,208,1,208,1.19e-152,430,1191061,"Klebsiella michiganensis E718","Klebsiella michiganensis E718","enterobacteria","Bacteria","Cobalt-containing nitrile hydratase subunit beta [Klebsiella michiganensis E718]"
"gi|695804993|ref|WP_032719090.1|","3",100,208,0,0,1,208,10,217,2.01e-152,430,1236,"Gammaproteobacteria","Gammaproteobacteria","g-proteobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Gammaproteobacteria]"
"gi|490989153|ref|WP_004850886.1|","3",99.519,208,1,0,1,208,10,217,5.23e-152,429,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1391029490|ref|WP_109240358.1|","3",99.519,208,1,0,1,208,10,217,5.71e-152,429,571,"Klebsiella oxytoca","Klebsiella oxytoca","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella oxytoca]"
"gi|497338003|ref|WP_009652216.1|","3",99.519,208,1,0,1,208,10,217,6.17e-152,429,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|503995365|ref|WP_014229359.1|","3",99.519,208,1,0,1,208,10,217,6.66e-152,429,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|640683895|ref|WP_025108349.1|","3",99.519,208,1,0,1,208,10,217,8.67e-152,428,91347,"Enterobacterales","Enterobacterales","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Enterobacterales]"
"gi|896021628|ref|WP_049083580.1|","3",99.038,208,2,0,1,208,10,217,9.26e-152,428,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1440571602|emb|STV90132.1|","3",99.038,208,2,0,1,208,1,208,1.78e-151,427,571,"Klebsiella oxytoca","Klebsiella oxytoca","enterobacteria","Bacteria","nitrile hydratase [Klebsiella oxytoca]"
"gi|695835709|ref|WP_032749087.1|","3",99.519,208,1,0,1,208,10,217,1.83e-151,427,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1440523264|emb|STV60472.1|","3",99.038,208,2,0,1,208,10,217,2.04e-151,427,571,"Klebsiella oxytoca","Klebsiella oxytoca","enterobacteria","Bacteria","nitrile hydratase [Klebsiella oxytoca]"
"gi|1236108250|ref|WP_094909386.1|","3",99.519,208,1,0,1,208,10,217,2.04e-151,427,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1197289642|ref|WP_086530924.1|","3",99.038,208,2,0,1,208,10,217,2.6e-151,427,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1033067384|ref|WP_064378003.1|","3",99.038,208,2,0,1,208,10,217,2.68e-151,427,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1341329032|ref|WP_103814509.1|","3",99.038,208,2,0,1,208,10,217,1.33e-150,426,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1332829705|ref|WP_102802879.1|","3",98.558,208,3,0,1,208,10,217,4.5e-150,424,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|746260818|ref|WP_039309048.1|","3",94.712,208,11,0,1,208,10,217,6.96e-145,411,55207,"Pectobacterium betavasculorum","Pectobacterium betavasculorum","enterobacteria","Bacteria","nitrile hydratase subunit beta [Pectobacterium betavasculorum]"
"gi|896067376|ref|WP_049112090.1|","3",95.192,208,10,0,1,208,10,217,9.15e-145,410,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|1319932906|gb|PLM00048.1|","3",95.192,208,10,0,1,208,10,217,1.5e-144,410,1134687,"Klebsiella michiganensis","Klebsiella michiganensis","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella michiganensis]"
"gi|490222066|ref|WP_004120434.1|","3",94.712,208,11,0,1,208,10,217,1.08e-143,408,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|751930827|ref|WP_041145535.1|","3",92.788,208,15,0,1,208,10,217,2.66e-141,402,160674,"Raoultella","Raoultella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Raoultella]"
"gi|835758090|ref|WP_047652417.1|","3",92.788,208,15,0,1,208,10,217,1.51e-139,397,1542468,"Enterobacter sp. UCD-UG_FMILLET","Enterobacter sp. UCD-UG_FMILLET","enterobacteria","Bacteria","nitrile hydratase subunit beta [Enterobacter sp. UCD-UG_FMILLET]"
"gi|1293227791|ref|WP_100630420.1|","3",85.577,208,30,0,1,208,10,217,1.52e-130,375,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1293416633|ref|WP_100675592.1|","3",85.096,208,31,0,1,208,10,217,6.46e-130,373,570,"Klebsiella","Klebsiella","enterobacteria","Bacteria","MULTISPECIES: nitrile hydratase subunit beta [Klebsiella]"
"gi|1000903570|ref|WP_061154604.1|","3",84.615,208,32,0,1,208,10,217,3.46e-129,371,573,"Klebsiella pneumoniae","Klebsiella pneumoniae","enterobacteria","Bacteria","nitrile hydratase subunit beta [Klebsiella pneumoniae]"
