"sseqid","qseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","ssciname","scomname","sblastname","sskingdom","gdescription"
"gi|1025873054|ref|WP_063581178.1|","1",80.719,306,59,0,1,306,1,306,0,524,72557,"Achromobacter ruhlandii","Achromobacter ruhlandii","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter ruhlandii]"
"gi|1140970759|ref|WP_076815997.1|","1",81.373,306,57,0,1,306,1,306,0,523,217204,"Achromobacter insolitus","Achromobacter insolitus","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter insolitus]"
"gi|1475668462|ref|WP_118931713.1|","1",81.699,306,56,0,1,306,1,306,0,523,85698,"Achromobacter xylosoxidans","Achromobacter xylosoxidans","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter xylosoxidans]"
"gi|1285191070|ref|WP_100507173.1|","1",80.719,306,59,0,1,306,1,306,0,523,72557,"Achromobacter ruhlandii","Achromobacter ruhlandii","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter ruhlandii]"
"gi|736894491|ref|WP_034893483.1|","1",81.579,304,56,0,2,305,3,306,0,523,371042,"Erwinia typographi","Erwinia typographi","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Erwinia typographi]"
"gi|1028218046|ref|WP_063960058.1|","1",81.373,306,57,0,1,306,1,306,0,522,217204,"Achromobacter insolitus","Achromobacter insolitus","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter insolitus]"
"gi|493437799|ref|WP_006393290.1|","1",81.046,306,58,0,1,306,1,306,0,522,1287735,"Achromobacter insuavis","Achromobacter insuavis","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter insuavis]"
"gi|1209941653|ref|WP_088446167.1|","1",81.373,306,57,0,1,306,1,306,0,521,32002,"Achromobacter denitrificans","Achromobacter denitrificans","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter denitrificans]"
"gi|1208291900|ref|WP_088147024.1|","1",81.373,306,57,0,1,306,1,306,0,521,32002,"Achromobacter denitrificans","Achromobacter denitrificans","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter denitrificans]"
"gi|935489024|ref|WP_054417551.1|","1",80.392,306,60,0,1,306,1,306,0,521,222,"Achromobacter","Achromobacter","b-proteobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Achromobacter]"
"gi|935650453|ref|WP_054489500.1|","1",80.392,306,60,0,1,306,1,306,0,521,1806496,"Achromobacter sp. 2789STDY5608621","Achromobacter sp. 2789STDY5608621","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter sp. 2789STDY5608621]"
"gi|1462858251|ref|WP_116520990.1|","1",80.719,306,59,0,1,306,1,306,0,521,1287735,"Achromobacter insuavis","Achromobacter insuavis","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter insuavis]"
"gi|992385277|ref|WP_061072269.1|","1",80.719,306,59,0,1,306,1,306,0,521,85698,"Achromobacter xylosoxidans","Achromobacter xylosoxidans","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter xylosoxidans]"
"gi|1025877028|ref|WP_063585061.1|","1",80.065,306,61,0,1,306,1,306,0,520,72557,"Achromobacter ruhlandii","Achromobacter ruhlandii","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter ruhlandii]"
"gi|896006276|ref|WP_049071859.1|","1",80.065,306,61,0,1,306,1,306,0,520,222,"Achromobacter","Achromobacter","b-proteobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Achromobacter]"
"gi|1285185565|ref|WP_100502852.1|","1",80.065,306,61,0,1,306,1,306,0,520,72557,"Achromobacter ruhlandii","Achromobacter ruhlandii","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter ruhlandii]"
"gi|503157276|ref|WP_013391937.1|","1",80.719,306,59,0,1,306,1,306,0,520,85698,"Achromobacter xylosoxidans","Achromobacter xylosoxidans","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter xylosoxidans]"
"gi|935684150|ref|WP_054501665.1|","1",80.065,306,61,0,1,306,1,306,0,520,1806497,"Achromobacter sp. 2789STDY5608607","Achromobacter sp. 2789STDY5608607","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter sp. 2789STDY5608607]"
"gi|935625455|ref|WP_054477524.1|","1",80.065,306,61,0,1,306,1,306,0,519,1806492,"Achromobacter sp. 2789STDY5608615","Achromobacter sp. 2789STDY5608615","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter sp. 2789STDY5608615]"
"gi|1057712937|ref|WP_068980390.1|","1",80.392,306,60,0,1,306,1,306,0,519,85698,"Achromobacter xylosoxidans","Achromobacter xylosoxidans","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter xylosoxidans]"
"gi|849124205|ref|WP_047992135.1|","1",80.328,305,60,0,1,305,1,305,0,519,85698,"Achromobacter xylosoxidans","Achromobacter xylosoxidans","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter xylosoxidans]"
"gi|935727095|ref|WP_054516441.1|","1",80.328,305,60,0,1,305,1,305,0,517,85698,"Achromobacter xylosoxidans","Achromobacter xylosoxidans","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter xylosoxidans]"
"gi|495436562|ref|WP_008161257.1|","1",80.392,306,60,0,1,306,1,306,0,516,1147684,"Achromobacter arsenitoxydans","Achromobacter arsenitoxydans","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter arsenitoxydans]"
"gi|1332792340|ref|WP_102774266.1|","1",80.328,305,60,0,1,305,1,305,0,514,1389932,"Achromobacter pulmonis","Achromobacter pulmonis","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Achromobacter pulmonis]"
"gi|696580654|ref|WP_033111833.1|","2",99.63,270,1,0,1,270,39,308,0,553,204038,"Dickeya dadantii","Dickeya dadantii","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dadantii]"
"gi|742465832|ref|WP_038922670.1|","2",99.259,270,2,0,1,270,39,308,0,553,204038,"Dickeya dadantii","Dickeya dadantii","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dadantii]"
"gi|742454301|ref|WP_038911141.1|","2",98.889,270,3,0,1,270,39,308,0,551,204038,"Dickeya dadantii","Dickeya dadantii","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dadantii]"
"gi|306528388|gb|ADM98318.1|","2",100,270,0,0,1,270,1,270,0,551,198628,"Dickeya dadantii 3937","Dickeya dadantii 3937","enterobacteria","Bacteria","Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase [Dickeya dadantii 3937]"
"gi|1147542959|ref|WP_077245580.1|","2",98.148,270,5,0,1,270,39,308,0,549,204038,"Dickeya dadantii","Dickeya dadantii","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dadantii]"
"gi|742422008|ref|WP_038901112.1|","2",98.519,270,4,0,1,270,39,308,0,547,204038,"Dickeya dadantii","Dickeya dadantii","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dadantii]"
"gi|658535523|ref|WP_029729460.1|","2",98.148,270,5,0,1,270,39,308,0,547,204039,"Dickeya dianthicola","Dickeya dianthicola","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dianthicola]"
"gi|550649424|ref|WP_022633408.1|","2",97.407,270,7,0,1,270,39,308,0,544,1089444,"Dickeya solani","Dickeya solani","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya solani]"
"gi|1337939162|ref|WP_103415938.1|","2",97.77,269,6,0,1,269,39,307,0,543,204039,"Dickeya dianthicola","Dickeya dianthicola","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dianthicola]"
"gi|746737168|ref|WP_039692181.1|","2",96.667,270,9,0,1,270,39,308,0,541,1089444,"Dickeya solani","Dickeya solani","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya solani]"
"gi|568601681|ref|WP_024105763.1|","2",97.398,269,7,0,1,269,39,307,0,541,204039,"Dickeya dianthicola","Dickeya dianthicola","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dianthicola]"
"gi|1390596840|ref|WP_109105103.1|","2",96.667,270,9,0,1,270,39,308,0,541,204039,"Dickeya dianthicola","Dickeya dianthicola","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dianthicola]"
"gi|1300211384|ref|WP_100849481.1|","2",96.296,270,10,0,1,270,39,308,0,540,1778540,"Dickeya fangzhongdai","Dickeya fangzhongdai","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya fangzhongdai]"
"gi|742462064|ref|WP_038918904.1|","2",96.296,270,10,0,1,270,39,308,0,540,204037,"Dickeya","Dickeya","enterobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Dickeya]"
"gi|949752091|ref|WP_057083308.1|","2",97.037,270,8,0,1,270,39,308,0,539,1089444,"Dickeya solani","Dickeya solani","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya solani]"
"gi|1381876504|ref|WP_107759244.1|","2",96.269,268,10,0,1,268,39,306,0,539,204037,"Dickeya","Dickeya","enterobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Dickeya]"
"gi|740873911|ref|WP_038659159.1|","2",95.896,268,11,0,1,268,39,306,0,537,204037,"Dickeya","Dickeya","enterobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Dickeya]"
"gi|748742733|ref|WP_040000849.1|","2",94.815,270,14,0,1,270,39,308,0,536,556,"Dickeya chrysanthemi","Dickeya chrysanthemi","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya chrysanthemi]"
"gi|757615238|ref|WP_042859716.1|","2",95.149,268,13,0,1,268,39,306,0,535,568766,"Dickeya sp. NCPPB 3274","Dickeya sp. NCPPB 3274","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya sp. NCPPB 3274]"
"gi|1332828524|ref|WP_102801699.1|","2",92.963,270,19,0,1,270,39,308,0,529,204042,"Dickeya zeae","Dickeya zeae","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya zeae]"
"gi|654082302|ref|WP_027712196.1|","2",92.963,270,19,0,1,270,39,308,0,528,556,"Dickeya chrysanthemi","Dickeya chrysanthemi","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya chrysanthemi]"
"gi|723598467|ref|WP_033575655.1|","2",92.593,270,20,0,1,270,39,308,0,526,556,"Dickeya chrysanthemi","Dickeya chrysanthemi","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya chrysanthemi]"
"gi|502352207|ref|WP_012769995.1|","2",92.963,270,19,0,1,270,39,308,0,526,556,"Dickeya chrysanthemi","Dickeya chrysanthemi","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya chrysanthemi]"
"gi|742459425|ref|WP_038916265.1|","2",92.222,270,21,0,1,270,39,308,0,525,91347,"Enterobacterales","Enterobacterales","enterobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Enterobacterales]"
"gi|518684726|ref|WP_019846419.1|","2",91.481,270,23,0,1,270,39,308,0,521,204042,"Dickeya zeae","Dickeya zeae","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya zeae]"
"gi|1189263424|ref|WP_085686450.1|","2",81.716,268,49,0,1,268,39,306,1.21e-166,473,1082702,"Lonsdalea","Lonsdalea","enterobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Lonsdalea]"
"gi|1189225889|ref|WP_085651677.1|","2",81.716,268,49,0,1,268,39,306,1.77e-166,473,1082704,"Lonsdalea britannica","Lonsdalea britannica","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Lonsdalea britannica]"
"gi|917009820|ref|WP_051616532.1|","2",82.022,267,48,0,1,267,39,305,4.55e-166,471,71657,"Lonsdalea quercina","Lonsdalea quercina","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Lonsdalea quercina]"
"gi|1475624353|ref|WP_118895151.1|","2",81.343,268,50,0,1,268,39,306,6.59e-165,468,1082704,"Lonsdalea britannica","Lonsdalea britannica","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Lonsdalea britannica]"
"gi|1227859929|ref|WP_094100418.1|","2",81.343,268,50,0,1,268,39,306,1.08e-164,468,1082703,"Lonsdalea iberica","Lonsdalea iberica","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Lonsdalea iberica]"
"gi|1227871434|ref|WP_094108769.1|","2",81.343,268,50,0,1,268,39,306,2.27e-164,467,1082703,"Lonsdalea iberica","Lonsdalea iberica","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Lonsdalea iberica]"
"gi|502352207|ref|WP_012769995.1|","3",100,308,0,0,1,308,1,308,0,627,556,"Dickeya chrysanthemi","Dickeya chrysanthemi","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya chrysanthemi]"
"gi|654082302|ref|WP_027712196.1|","3",98.701,308,4,0,1,308,1,308,0,618,556,"Dickeya chrysanthemi","Dickeya chrysanthemi","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya chrysanthemi]"
"gi|1332828524|ref|WP_102801699.1|","3",98.377,308,5,0,1,308,1,308,0,617,204042,"Dickeya zeae","Dickeya zeae","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya zeae]"
"gi|748742733|ref|WP_040000849.1|","3",98.052,308,6,0,1,308,1,308,0,617,556,"Dickeya chrysanthemi","Dickeya chrysanthemi","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya chrysanthemi]"
"gi|723598467|ref|WP_033575655.1|","3",98.377,308,5,0,1,308,1,308,0,617,556,"Dickeya chrysanthemi","Dickeya chrysanthemi","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya chrysanthemi]"
"gi|742459425|ref|WP_038916265.1|","3",97.727,308,7,0,1,308,1,308,0,613,91347,"Enterobacterales","Enterobacterales","enterobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Enterobacterales]"
"gi|518684726|ref|WP_019846419.1|","3",97.078,308,9,0,1,308,1,308,0,608,204042,"Dickeya zeae","Dickeya zeae","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya zeae]"
"gi|746737168|ref|WP_039692181.1|","3",94.156,308,18,0,1,308,1,308,0,595,1089444,"Dickeya solani","Dickeya solani","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya solani]"
"gi|1300211384|ref|WP_100849481.1|","3",93.831,308,19,0,1,308,1,308,0,593,1778540,"Dickeya fangzhongdai","Dickeya fangzhongdai","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya fangzhongdai]"
"gi|742462064|ref|WP_038918904.1|","3",93.831,308,19,0,1,308,1,308,0,592,204037,"Dickeya","Dickeya","enterobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Dickeya]"
"gi|1390596840|ref|WP_109105103.1|","3",92.532,308,23,0,1,308,1,308,0,591,204039,"Dickeya dianthicola","Dickeya dianthicola","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dianthicola]"
"gi|658535523|ref|WP_029729460.1|","3",92.532,308,23,0,1,308,1,308,0,591,204039,"Dickeya dianthicola","Dickeya dianthicola","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dianthicola]"
"gi|1147542959|ref|WP_077245580.1|","3",93.182,308,21,0,1,308,1,308,0,590,204038,"Dickeya dadantii","Dickeya dadantii","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dadantii]"
"gi|742465832|ref|WP_038922670.1|","3",92.857,308,22,0,1,308,1,308,0,590,204038,"Dickeya dadantii","Dickeya dadantii","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dadantii]"
"gi|550649424|ref|WP_022633408.1|","3",92.857,308,22,0,1,308,1,308,0,590,1089444,"Dickeya solani","Dickeya solani","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya solani]"
"gi|568601681|ref|WP_024105763.1|","3",92.508,307,23,0,1,307,1,307,0,588,204039,"Dickeya dianthicola","Dickeya dianthicola","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dianthicola]"
"gi|1381876504|ref|WP_107759244.1|","3",93.77,305,19,0,1,305,1,305,0,588,204037,"Dickeya","Dickeya","enterobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Dickeya]"
"gi|1337939162|ref|WP_103415938.1|","3",92.182,307,24,0,1,307,1,307,0,587,204039,"Dickeya dianthicola","Dickeya dianthicola","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dianthicola]"
"gi|949752091|ref|WP_057083308.1|","3",91.883,308,25,0,1,308,1,308,0,587,1089444,"Dickeya solani","Dickeya solani","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya solani]"
"gi|757615238|ref|WP_042859716.1|","3",93.443,305,20,0,1,305,1,305,0,587,568766,"Dickeya sp. NCPPB 3274","Dickeya sp. NCPPB 3274","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya sp. NCPPB 3274]"
"gi|742454301|ref|WP_038911141.1|","3",92.208,308,24,0,1,308,1,308,0,587,204038,"Dickeya dadantii","Dickeya dadantii","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dadantii]"
"gi|696580654|ref|WP_033111833.1|","3",92.208,308,24,0,1,308,1,308,0,587,204038,"Dickeya dadantii","Dickeya dadantii","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dadantii]"
"gi|740873911|ref|WP_038659159.1|","3",93.443,305,20,0,1,305,1,305,0,586,204037,"Dickeya","Dickeya","enterobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Dickeya]"
"gi|742422008|ref|WP_038901112.1|","3",91.883,308,25,0,1,308,1,308,0,583,204038,"Dickeya dadantii","Dickeya dadantii","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya dadantii]"
"gi|1189263424|ref|WP_085686450.1|","3",83.279,305,51,0,1,305,1,305,0,531,1082702,"Lonsdalea","Lonsdalea","enterobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Lonsdalea]"
"gi|1189225889|ref|WP_085651677.1|","3",81.967,305,55,0,1,305,1,305,0,528,1082704,"Lonsdalea britannica","Lonsdalea britannica","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Lonsdalea britannica]"
"gi|917009820|ref|WP_051616532.1|","3",82.295,305,54,0,1,305,1,305,0,528,71657,"Lonsdalea quercina","Lonsdalea quercina","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Lonsdalea quercina]"
"gi|1475624353|ref|WP_118895151.1|","3",80.984,305,58,0,1,305,1,305,0,523,1082704,"Lonsdalea britannica","Lonsdalea britannica","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Lonsdalea britannica]"
"gi|1227859929|ref|WP_094100418.1|","3",81.311,305,57,0,1,305,1,305,0,522,1082703,"Lonsdalea iberica","Lonsdalea iberica","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Lonsdalea iberica]"
"gi|1227871434|ref|WP_094108769.1|","3",81.311,305,57,0,1,305,1,305,0,521,1082703,"Lonsdalea iberica","Lonsdalea iberica","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Lonsdalea iberica]"
"gi|503274412|ref|WP_013509073.1|","4",100,306,0,0,1,306,1,306,0,627,592316,"Pantoea sp. At-9b","Pantoea sp. At-9b","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Pantoea sp. At-9b]"
"gi|544756393|ref|WP_021183260.1|","4",96.078,306,12,0,1,306,1,306,0,605,1332069,"Pantoea sp. AS-PWVM4","Pantoea sp. AS-PWVM4","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Pantoea sp. AS-PWVM4]"
"gi|1183641963|ref|WP_084874758.1|","4",92.484,306,23,0,1,306,1,306,0,585,55209,"Pantoea cypripedii","Pantoea cypripedii","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Pantoea cypripedii]"
"gi|506335631|ref|WP_015855350.1|","4",81.639,305,56,0,1,305,1,305,0,536,69223,"Dickeya paradisiaca","Dickeya paradisiaca","enterobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Dickeya paradisiaca]"
"gi|504215128|ref|WP_014402230.1|","5",100,307,0,0,1,307,1,307,0,624,81475,"Frateuria aurantia","Frateuria aurantia","g-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Frateuria aurantia]"
"gi|754945956|ref|WP_042302234.1|","5",80.328,305,60,0,1,305,1,305,2.12e-179,506,984307,"Paraburkholderia kururiensis","Paraburkholderia kururiensis","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Paraburkholderia kururiensis]"
"gi|703114123|ref|WP_033350926.1|","5",80.328,305,60,0,1,305,1,305,6.09e-174,493,984307,"Paraburkholderia kururiensis","Paraburkholderia kururiensis","b-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Paraburkholderia kururiensis]"
"gi|520914339|ref|WP_020333740.1|","6",99.682,314,1,0,1,314,1,314,0,650,691,"Vibrio natriegens","Vibrio natriegens","g-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Vibrio natriegens]"
"gi|503999919|ref|WP_014233913.1|","6",100,314,0,0,1,314,1,314,0,650,1116375,"Vibrio sp. EJY3","Vibrio sp. EJY3","g-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Vibrio sp. EJY3]"
"gi|1042740739|ref|WP_065303424.1|","6",99.682,314,1,0,1,314,1,314,0,649,691,"Vibrio natriegens","Vibrio natriegens","g-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Vibrio natriegens]"
"gi|1042736043|ref|WP_065298837.1|","6",98.726,314,4,0,1,314,1,314,0,647,691,"Vibrio natriegens","Vibrio natriegens","g-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Vibrio natriegens]"
"gi|1473677316|ref|WP_118120401.1|","6",99.045,314,3,0,1,314,1,314,0,646,2163016,"Vibrio sp. dhg","Vibrio sp. dhg","g-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Vibrio sp. dhg]"
"gi|1042738196|ref|WP_065300988.1|","6",99.045,314,3,0,1,314,1,314,0,645,691,"Vibrio natriegens","Vibrio natriegens","g-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Vibrio natriegens]"
"gi|1358103569|ref|WP_105446862.1|","7",99.677,310,1,0,1,310,1,310,0,629,287,"Pseudomonas aeruginosa","Pseudomonas aeruginosa","g-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Pseudomonas aeruginosa]"
"gi|489244277|ref|WP_003152465.1|","7",100,310,0,0,1,310,1,310,0,629,287,"Pseudomonas aeruginosa","Pseudomonas aeruginosa","g-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Pseudomonas aeruginosa]"
"gi|950498743|ref|WP_057389040.1|","7",95.161,310,15,0,1,310,1,310,0,606,287,"Pseudomonas aeruginosa","Pseudomonas aeruginosa","g-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Pseudomonas aeruginosa]"
"gi|759552137|ref|WP_043271953.1|","7",86.319,307,42,0,1,307,1,307,0,545,286,"Pseudomonas","Pseudomonas","g-proteobacteria","Bacteria","MULTISPECIES: carbon-nitrogen hydrolase family protein [Pseudomonas]"
"gi|1124706036|ref|WP_074984020.1|","7",85.993,307,43,0,1,307,1,307,0,543,53408,"Pseudomonas citronellolis","Pseudomonas citronellolis","g-proteobacteria","Bacteria","carbon-nitrogen hydrolase family protein [Pseudomonas citronellolis]"
