"sseqid","qseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","ssciname","scomname","sblastname","sskingdom","gdescription"
"gi|1492545194|ref|WP_120805498.1|",1,84.043,470,75,0,1,470,1,470,0,804,2161716,"Yersinia sp. IP36721","Yersinia sp. IP36721","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia sp. IP36721]"
"gi|755596349|ref|WP_042524965.1|",1,81.489,470,87,0,1,470,1,470,0,791,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|797165033|ref|WP_045844088.1|",1,81.277,470,88,0,1,470,1,470,0,789,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|1104312594|ref|WP_071704675.1|",1,81.277,470,88,0,1,470,1,470,0,788,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|749517143|ref|WP_040155061.1|",1,81.277,470,88,0,1,470,1,470,0,788,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|740444076|ref|WP_038275951.1|",1,81.064,470,89,0,1,470,1,470,0,787,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|740409117|ref|WP_038242602.1|",1,80.851,470,90,0,1,470,1,470,0,786,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|499505342|ref|WP_011191982.1|",2,100,471,0,0,1,471,1,471,0,972,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|1369001426|ref|WP_106461636.1|",2,100,470,0,0,1,470,1,470,0,971,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|501382013|ref|WP_012413579.1|",2,99.788,471,1,0,1,471,1,471,0,970,629,"Yersinia","Yersinia","enterobacteria","Bacteria","MULTISPECIES: aspartate aminotransferase family protein [Yersinia]"
"gi|488139590|ref|WP_002210798.1|",2,99.788,471,1,0,1,471,1,471,0,969,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aspartate aminotransferase family protein [Yersinia pseudotuberculosis complex]"
"gi|912926496|ref|WP_050309673.1|",2,99.575,471,2,0,1,471,1,471,0,968,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|742319473|ref|WP_038824137.1|",2,99.575,471,2,0,1,471,1,471,0,968,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","amino acid decarboxylase [Yersinia pseudotuberculosis]"
"gi|740614541|ref|WP_038400055.1|",2,99.575,471,2,0,1,471,1,471,0,968,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|920595601|ref|WP_053010995.1|",2,99.363,471,3,0,1,471,1,471,0,967,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|1437944913|emb|SUP89345.1|",2,99.363,471,3,0,1,471,1,471,0,967,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","putative pyridoxal-dependent decarboxylase [Yersinia pseudotuberculosis]"
"gi|501261331|ref|WP_012304349.1|",2,99.363,471,3,0,1,471,1,471,0,966,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|912958666|ref|WP_050320784.1|",2,99.151,471,4,0,1,471,1,471,0,966,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|756143333|ref|WP_042592586.1|",2,99.363,471,3,0,1,471,1,471,0,966,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|742342992|ref|WP_038834289.1|",2,99.363,471,3,0,1,471,1,471,0,965,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","amino acid decarboxylase [Yersinia pseudotuberculosis]"
"gi|501053926|ref|WP_012105457.1|",2,99.151,471,4,0,1,471,1,471,0,965,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aspartate aminotransferase family protein [Yersinia pseudotuberculosis complex]"
"gi|514850008|ref|WP_016595102.1|",2,99.782,459,1,0,1,459,1,459,0,947,632,"Yersinia pestis","Yersinia pestis","enterobacteria","Bacteria","aspartate aminotransferase family protein"
"gi|910801124|ref|WP_050103064.1|",2,95.966,471,19,0,1,471,1,471,0,919,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aminotransferase class V-fold PLP-dependent enzyme [Yersinia pseudotuberculosis complex]"
"gi|644962388|ref|WP_025383143.1|",2,95.754,471,20,0,1,471,1,471,0,916,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aminotransferase class V-fold PLP-dependent enzyme [Yersinia pseudotuberculosis complex]"
"gi|1035666641|ref|WP_064513780.1|",2,84.043,470,75,0,1,470,1,470,0,803,935293,"Yersinia entomophaga","Yersinia entomophaga","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia entomophaga]"
"gi|902507820|ref|WP_049598350.1|",2,83.83,470,76,0,1,470,1,470,0,802,685706,"Yersinia nurmii","Yersinia nurmii","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia nurmii]"
"gi|1492545194|ref|WP_120805498.1|",2,83.83,470,76,0,1,470,1,470,0,801,2161716,"Yersinia sp. IP36721","Yersinia sp. IP36721","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia sp. IP36721]"
"gi|755596349|ref|WP_042524965.1|",2,81.277,470,88,0,1,470,1,470,0,788,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|797165033|ref|WP_045844088.1|",2,81.064,470,89,0,1,470,1,470,0,787,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|1104312594|ref|WP_071704675.1|",2,81.064,470,89,0,1,470,1,470,0,785,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|740444076|ref|WP_038275951.1|",2,80.851,470,90,0,1,470,1,470,0,785,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|749517143|ref|WP_040155061.1|",2,81.064,470,89,0,1,470,1,470,0,785,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|740409117|ref|WP_038242602.1|",2,80.638,470,91,0,1,470,1,470,0,784,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|501053926|ref|WP_012105457.1|",3,100,471,0,0,1,471,1,471,0,974,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aspartate aminotransferase family protein [Yersinia pseudotuberculosis complex]"
"gi|501261331|ref|WP_012304349.1|",3,99.788,471,1,0,1,471,1,471,0,971,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|920595601|ref|WP_053010995.1|",3,99.788,471,1,0,1,471,1,471,0,969,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|488139590|ref|WP_002210798.1|",3,99.363,471,3,0,1,471,1,471,0,969,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aspartate aminotransferase family protein [Yersinia pseudotuberculosis complex]"
"gi|912958666|ref|WP_050320784.1|",3,99.575,471,2,0,1,471,1,471,0,969,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|740614541|ref|WP_038400055.1|",3,99.151,471,4,0,1,471,1,471,0,967,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|912926496|ref|WP_050309673.1|",3,99.151,471,4,0,1,471,1,471,0,966,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|499505342|ref|WP_011191982.1|",3,99.151,471,4,0,1,471,1,471,0,965,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|1437944913|emb|SUP89345.1|",3,98.938,471,5,0,1,471,1,471,0,964,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","putative pyridoxal-dependent decarboxylase [Yersinia pseudotuberculosis]"
"gi|756143333|ref|WP_042592586.1|",3,98.938,471,5,0,1,471,1,471,0,964,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|1369001426|ref|WP_106461636.1|",3,99.149,470,4,0,1,470,1,470,0,962,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|742342992|ref|WP_038834289.1|",3,98.938,471,5,0,1,471,1,471,0,962,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","amino acid decarboxylase [Yersinia pseudotuberculosis]"
"gi|501382013|ref|WP_012413579.1|",3,98.938,471,5,0,1,471,1,471,0,961,629,"Yersinia","Yersinia","enterobacteria","Bacteria","MULTISPECIES: aspartate aminotransferase family protein [Yersinia]"
"gi|742319473|ref|WP_038824137.1|",3,98.726,471,6,0,1,471,1,471,0,960,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","amino acid decarboxylase [Yersinia pseudotuberculosis]"
"gi|910801124|ref|WP_050103064.1|",3,96.815,471,15,0,1,471,1,471,0,947,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aminotransferase class V-fold PLP-dependent enzyme [Yersinia pseudotuberculosis complex]"
"gi|644962388|ref|WP_025383143.1|",3,96.603,471,16,0,1,471,1,471,0,945,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aminotransferase class V-fold PLP-dependent enzyme [Yersinia pseudotuberculosis complex]"
"gi|514850008|ref|WP_016595102.1|",3,99.346,459,3,0,1,459,1,459,0,945,632,"Yersinia pestis","Yersinia pestis","enterobacteria","Bacteria","aspartate aminotransferase family protein"
"gi|1035666641|ref|WP_064513780.1|",3,84.468,470,73,0,1,470,1,470,0,809,935293,"Yersinia entomophaga","Yersinia entomophaga","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia entomophaga]"
"gi|902507820|ref|WP_049598350.1|",3,84.468,470,73,0,1,470,1,470,0,808,685706,"Yersinia nurmii","Yersinia nurmii","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia nurmii]"
"gi|1492545194|ref|WP_120805498.1|",3,84.255,470,74,0,1,470,1,470,0,807,2161716,"Yersinia sp. IP36721","Yersinia sp. IP36721","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia sp. IP36721]"
"gi|755596349|ref|WP_042524965.1|",3,81.915,470,85,0,1,470,1,470,0,794,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|797165033|ref|WP_045844088.1|",3,81.702,470,86,0,1,470,1,470,0,793,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|1104312594|ref|WP_071704675.1|",3,81.702,470,86,0,1,470,1,470,0,791,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|749517143|ref|WP_040155061.1|",3,81.702,470,86,0,1,470,1,470,0,791,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|740444076|ref|WP_038275951.1|",3,81.489,470,87,0,1,470,1,470,0,791,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|740409117|ref|WP_038242602.1|",3,81.277,470,88,0,1,470,1,470,0,790,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|495713922|ref|WP_008438501.1|",3,80.342,468,92,0,1,468,1,468,0,764,286,"Pseudomonas","Pseudomonas","g-proteobacteria","Bacteria","MULTISPECIES: aminotransferase class V-fold PLP-dependent enzyme [Pseudomonas]"
"gi|1204947365|ref|WP_087695159.1|",3,80.342,468,92,0,1,468,1,468,0,763,1986995,"Pseudomonas sp. PE-S1G-1","Pseudomonas sp. PE-S1G-1","g-proteobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Pseudomonas sp. PE-S1G-1]"
"gi|501261331|ref|WP_012304349.1|",4,100,471,0,0,1,471,1,471,0,973,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|501053926|ref|WP_012105457.1|",4,99.788,471,1,0,1,471,1,471,0,971,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aspartate aminotransferase family protein [Yersinia pseudotuberculosis complex]"
"gi|912958666|ref|WP_050320784.1|",4,99.788,471,1,0,1,471,1,471,0,971,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|488139590|ref|WP_002210798.1|",4,99.575,471,2,0,1,471,1,471,0,970,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aspartate aminotransferase family protein [Yersinia pseudotuberculosis complex]"
"gi|912926496|ref|WP_050309673.1|",4,99.363,471,3,0,1,471,1,471,0,969,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|740614541|ref|WP_038400055.1|",4,99.363,471,3,0,1,471,1,471,0,969,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|920595601|ref|WP_053010995.1|",4,99.575,471,2,0,1,471,1,471,0,967,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|1437944913|emb|SUP89345.1|",4,99.151,471,4,0,1,471,1,471,0,967,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","putative pyridoxal-dependent decarboxylase [Yersinia pseudotuberculosis]"
"gi|499505342|ref|WP_011191982.1|",4,99.363,471,3,0,1,471,1,471,0,966,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|756143333|ref|WP_042592586.1|",4,99.151,471,4,0,1,471,1,471,0,965,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|1369001426|ref|WP_106461636.1|",4,99.362,470,3,0,1,470,1,470,0,964,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|742342992|ref|WP_038834289.1|",4,99.151,471,4,0,1,471,1,471,0,964,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","amino acid decarboxylase [Yersinia pseudotuberculosis]"
"gi|501382013|ref|WP_012413579.1|",4,99.151,471,4,0,1,471,1,471,0,963,629,"Yersinia","Yersinia","enterobacteria","Bacteria","MULTISPECIES: aspartate aminotransferase family protein [Yersinia]"
"gi|742319473|ref|WP_038824137.1|",4,98.938,471,5,0,1,471,1,471,0,961,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","amino acid decarboxylase [Yersinia pseudotuberculosis]"
"gi|514850008|ref|WP_016595102.1|",4,99.564,459,2,0,1,459,1,459,0,946,632,"Yersinia pestis","Yersinia pestis","enterobacteria","Bacteria","aspartate aminotransferase family protein"
"gi|910801124|ref|WP_050103064.1|",4,96.603,471,16,0,1,471,1,471,0,945,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aminotransferase class V-fold PLP-dependent enzyme [Yersinia pseudotuberculosis complex]"
"gi|644962388|ref|WP_025383143.1|",4,96.391,471,17,0,1,471,1,471,0,943,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aminotransferase class V-fold PLP-dependent enzyme [Yersinia pseudotuberculosis complex]"
"gi|1035666641|ref|WP_064513780.1|",4,84.468,470,73,0,1,470,1,470,0,808,935293,"Yersinia entomophaga","Yersinia entomophaga","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia entomophaga]"
"gi|902507820|ref|WP_049598350.1|",4,84.468,470,73,0,1,470,1,470,0,808,685706,"Yersinia nurmii","Yersinia nurmii","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia nurmii]"
"gi|1492545194|ref|WP_120805498.1|",4,84.255,470,74,0,1,470,1,470,0,806,2161716,"Yersinia sp. IP36721","Yersinia sp. IP36721","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia sp. IP36721]"
"gi|755596349|ref|WP_042524965.1|",4,81.915,470,85,0,1,470,1,470,0,794,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|797165033|ref|WP_045844088.1|",4,81.702,470,86,0,1,470,1,470,0,792,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|1104312594|ref|WP_071704675.1|",4,81.702,470,86,0,1,470,1,470,0,791,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|749517143|ref|WP_040155061.1|",4,81.702,470,86,0,1,470,1,470,0,791,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|740444076|ref|WP_038275951.1|",4,81.489,470,87,0,1,470,1,470,0,791,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|740409117|ref|WP_038242602.1|",4,81.277,470,88,0,1,470,1,470,0,789,29486,"Yersinia ruckeri","Yersinia ruckeri","enterobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Yersinia ruckeri]"
"gi|495713922|ref|WP_008438501.1|",4,80.128,468,93,0,1,468,1,468,0,763,286,"Pseudomonas","Pseudomonas","g-proteobacteria","Bacteria","MULTISPECIES: aminotransferase class V-fold PLP-dependent enzyme [Pseudomonas]"
"gi|1204947365|ref|WP_087695159.1|",4,80.128,468,93,0,1,468,1,468,0,762,1986995,"Pseudomonas sp. PE-S1G-1","Pseudomonas sp. PE-S1G-1","g-proteobacteria","Bacteria","aminotransferase class V-fold PLP-dependent enzyme [Pseudomonas sp. PE-S1G-1]"
"gi|501382013|ref|WP_012413579.1|",5,100,471,0,0,1,471,1,471,0,972,629,"Yersinia","Yersinia","enterobacteria","Bacteria","MULTISPECIES: aspartate aminotransferase family protein [Yersinia]"
"gi|499505342|ref|WP_011191982.1|",5,99.788,471,1,0,1,471,1,471,0,970,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|1369001426|ref|WP_106461636.1|",5,99.787,470,1,0,1,470,1,470,0,967,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","aspartate aminotransferase family protein [Yersinia pseudotuberculosis]"
"gi|488139590|ref|WP_002210798.1|",5,99.575,471,2,0,1,471,1,471,0,967,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: aspartate aminotransferase family protein [Yersinia pseudotuberculosis complex]"
