"sseqid","qseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","staxid","ssciname","scomname","sblastname","sskingdom","gdescription"
"gi|802187298|ref|WP_046051033.1|","1",96.667,"660","22",0,1,660,15,674,0,1325,630,"Yersinia enterocolitica","Yersinia enterocolitica","enterobacteria","Bacteria","poly-beta-1"
"gi|915736404|ref|WP_050880042.1|","1",96.515,"660","23",0,1,660,15,674,0,1324,630,"Yersinia enterocolitica","Yersinia enterocolitica","enterobacteria","Bacteria","poly-beta-1"
"gi|1129371979|ref|WP_075336725.1|","1",96.515,"660","23",0,1,660,15,674,0,1324,630,"Yersinia enterocolitica","Yersinia enterocolitica","enterobacteria","Bacteria","poly-beta-1"
"gi|915697203|ref|WP_050869976.1|","1",96.515,"660","23",0,1,660,15,674,0,1323,630,"Yersinia enterocolitica","Yersinia enterocolitica","enterobacteria","Bacteria","poly-beta-1"
"gi|915968954|ref|WP_050942508.1|","1",96.667,"660","22",0,1,660,15,674,0,1323,630,"Yersinia enterocolitica","Yersinia enterocolitica","enterobacteria","Bacteria","poly-beta-1"
"gi|1000367178|ref|WP_061111568.1|","1",96.515,"660","23",0,1,660,15,674,0,1323,630,"Yersinia enterocolitica","Yersinia enterocolitica","enterobacteria","Bacteria","poly-beta-1"
"gi|912961775|ref|WP_050322140.1|","1",96.515,"660","23",0,1,660,15,674,0,1323,630,"Yersinia enterocolitica","Yersinia enterocolitica","enterobacteria","Bacteria","poly-beta-1"
"gi|915861380|ref|WP_050915996.1|","1",96.364,"660","24",0,1,660,15,674,0,1322,630,"Yersinia enterocolitica","Yersinia enterocolitica","enterobacteria","Bacteria","poly-beta-1"
"gi|910795411|ref|WP_050098262.1|","1",96.364,"660","24",0,1,660,15,674,0,1318,29484,"Yersinia frederiksenii","Yersinia frederiksenii","enterobacteria","Bacteria","poly-beta-1"
"gi|910814891|ref|WP_050113442.1|","1",95.758,"660","28",0,1,660,15,674,0,1316,28152,"Yersinia kristensenii","Yersinia kristensenii","enterobacteria","Bacteria","poly-beta-1"
"gi|644937500|ref|WP_025378021.1|","1",95.606,"660","29",0,1,660,15,674,0,1313,629,"Yersinia","Yersinia","enterobacteria","Bacteria","MULTISPECIES: poly-beta-1"
"gi|740848299|ref|WP_038633552.1|","1",95.758,"660","28",0,1,660,15,674,0,1313,629,"Yersinia","Yersinia","enterobacteria","Bacteria","MULTISPECIES: poly-beta-1"
"gi|873914045|ref|WP_048620077.1|","1",95.758,"660","28",0,1,660,15,674,0,1310,263819,"Yersinia aleksiciae","Yersinia aleksiciae","enterobacteria","Bacteria","poly-beta-1"
"gi|951131742|ref|WP_057614803.1|","1",95.303,"660","31",0,1,660,15,674,0,1309,29484,"Yersinia frederiksenii","Yersinia frederiksenii","enterobacteria","Bacteria","poly-beta-1"
"gi|696334816|ref|WP_032910119.1|","1",95.303,"660","31",0,1,660,15,674,0,1309,29484,"Yersinia frederiksenii","Yersinia frederiksenii","enterobacteria","Bacteria","poly-beta-1"
"gi|910878768|ref|WP_050125962.1|","1",95.455,"660","30",0,1,660,15,674,0,1308,28152,"Yersinia kristensenii","Yersinia kristensenii","enterobacteria","Bacteria","poly-beta-1"
"gi|238724777|gb|EEQ16417.1|","1",95.303,"660","31",0,1,660,1,660,0,1308,349966,"Yersinia frederiksenii ATCC 33641","Yersinia frederiksenii ATCC 33641","enterobacteria","Bacteria","Biofilm PGA synthesis lipoprotein PgaB [Yersinia frederiksenii ATCC 33641]"
"gi|912864705|ref|WP_050300076.1|","1",95.152,"660","32",0,1,660,15,674,0,1308,29484,"Yersinia frederiksenii","Yersinia frederiksenii","enterobacteria","Bacteria","poly-beta-1"
"gi|696235010|ref|WP_032814762.1|","1",95.606,"660","29",0,1,660,15,674,0,1308,33060,"Yersinia mollaretii","Yersinia mollaretii","enterobacteria","Bacteria","poly-beta-1"
"gi|696321437|ref|WP_032896844.1|","1",95.606,"660","29",0,1,660,15,674,0,1307,629,"Yersinia","Yersinia","enterobacteria","Bacteria","MULTISPECIES: poly-beta-1"
"gi|238718314|gb|EEQ10137.1|","1",95.606,"660","29",0,1,660,1,660,0,1306,349967,"Yersinia mollaretii ATCC 43969","Yersinia mollaretii ATCC 43969","enterobacteria","Bacteria","Biofilm PGA synthesis lipoprotein PgaB [Yersinia mollaretii ATCC 43969]"
"gi|238715817|gb|EEQ07804.1|","1",95.606,"660","29",0,1,660,1,660,0,1306,349968,"Yersinia bercovieri ATCC 43970","Yersinia bercovieri ATCC 43970","enterobacteria","Bacteria","Biofilm PGA synthesis lipoprotein PgaB [Yersinia bercovieri ATCC 43970]"
"gi|902809190|ref|WP_049677908.1|","1",95.152,"660","32",0,1,660,15,674,0,1306,33060,"Yersinia mollaretii","Yersinia mollaretii","enterobacteria","Bacteria","poly-beta-1"
"gi|910939641|ref|WP_050144022.1|","1",95.455,"660","30",0,1,660,15,674,0,1305,629,"Yersinia","Yersinia","enterobacteria","Bacteria","MULTISPECIES: poly-beta-1"
"gi|914222251|ref|WP_050538216.1|","1",95.455,"660","30",0,1,660,15,674,0,1305,33060,"Yersinia mollaretii","Yersinia mollaretii","enterobacteria","Bacteria","poly-beta-1"
"gi|939325212|ref|WP_054871987.1|","1",95.455,"660","30",0,1,660,15,674,0,1305,634,"Yersinia bercovieri","Yersinia bercovieri","enterobacteria","Bacteria","poly-beta-1"
"gi|902774847|ref|WP_049645939.1|","1",95,"660","33",0,1,660,15,674,0,1305,33060,"Yersinia mollaretii","Yersinia mollaretii","enterobacteria","Bacteria","poly-beta-1"
"gi|902536934|ref|WP_049605551.1|","1",95,"660","33",0,1,660,15,674,0,1301,33060,"Yersinia mollaretii","Yersinia mollaretii","enterobacteria","Bacteria","poly-beta-1"
"gi|910775311|ref|WP_050081535.1|","1",94.697,"660","35",0,1,660,15,674,0,1300,629,"Yersinia","Yersinia","enterobacteria","Bacteria","MULTISPECIES: poly-beta-1"
"gi|518039519|ref|WP_019209727.1|","1",94.697,"660","35",0,1,660,15,674,0,1300,629,"Yersinia","Yersinia","enterobacteria","Bacteria","MULTISPECIES: poly-beta-1"
"gi|755640859|ref|WP_042546069.1|","1",94.242,"660","38",0,1,660,15,674,0,1299,29483,"Yersinia aldovae","Yersinia aldovae","enterobacteria","Bacteria","poly-beta-1"
"gi|755381590|gb|AJJ63163.1|","1",94.242,"660","38",0,1,660,1,660,0,1298,1453495,"Yersinia aldovae 670-83","Yersinia aldovae 670-83","enterobacteria","Bacteria","poly-beta-1"
"gi|902760298|ref|WP_049633530.1|","1",93.939,"660","40",0,1,660,15,674,0,1298,29483,"Yersinia aldovae","Yersinia aldovae","enterobacteria","Bacteria","poly-beta-1"
"gi|238704722|gb|EEP97251.1|","1",94.36,"656","37",0,5,660,1,656,0,1293,527002,"Yersinia aldovae ATCC 35236","Yersinia aldovae ATCC 35236","enterobacteria","Bacteria","Biofilm PGA synthesis lipoprotein PgaB [Yersinia aldovae ATCC 35236]"
"gi|238710235|gb|EEQ02462.1|","1",93.03,"660","46",0,1,660,1,660,0,1290,527004,"Yersinia rohdei ATCC 43380","Yersinia rohdei ATCC 43380","enterobacteria","Bacteria","Biofilm PGA synthesis lipoprotein PgaB [Yersinia rohdei ATCC 43380]"
"gi|696237367|ref|WP_032817092.1|","1",92.879,"660","47",0,1,660,15,674,0,1289,29485,"Yersinia rohdei","Yersinia rohdei","enterobacteria","Bacteria","poly-beta-1"
"gi|545726795|emb|CCV46481.1|","1",96.86,"637","20",0,24,660,1,637,0,1280,1262465,"Yersinia enterocolitica (type O:5","27) str. YE149/02","Yersinia enterocolitica (type O:5","27) str. YE149/02","Yersinia enterocolitica (type O:5"
"gi|122089674|emb|CAL12526.1|","1",96.86,"637","20",0,24,660,1,637,0,1278,393305,"Yersinia enterocolitica subsp. enterocolitica 8081","Yersinia enterocolitica subsp. enterocolitica 8081","enterobacteria","Bacteria","haemin storage system"
"gi|486106333|emb|CCV38116.1|","1",96.703,"637","21",0,24,660,1,637,0,1277,1262464,"Yersinia enterocolitica (type O:9) str. YE56/03","Yersinia enterocolitica (type O:9) str. YE56/03","enterobacteria","Bacteria","haemin storage system"
"gi|571262605|emb|CCQ40847.1|","1",96.546,"637","22",0,24,660,1,637,0,1276,1262462,"Yersinia enterocolitica (type O:5) str. YE53/03","Yersinia enterocolitica (type O:5) str. YE53/03","enterobacteria","Bacteria","haemin storage system"
"gi|1205113198|ref|WP_087818296.1|","1",90.606,"660","62",0,1,660,15,674,0,1258,29484,"Yersinia frederiksenii","Yersinia frederiksenii","enterobacteria","Bacteria","poly-beta-1"
"gi|910807565|ref|WP_050107356.1|","1",90.455,"660","63",0,1,660,15,674,0,1258,29484,"Yersinia frederiksenii","Yersinia frederiksenii","enterobacteria","Bacteria","poly-beta-1"
"gi|912947224|ref|WP_050317360.1|","1",91.02,"657","59",0,1,657,15,671,0,1254,29484,"Yersinia frederiksenii","Yersinia frederiksenii","enterobacteria","Bacteria","poly-beta-1"
"gi|902545464|ref|WP_049612885.1|","1",89.848,"660","67",0,1,660,15,674,0,1249,1288385,"Yersinia pekkanenii","Yersinia pekkanenii","enterobacteria","Bacteria","poly-beta-1"
"gi|898207788|ref|WP_049556322.1|","1",89.378,"659","70",0,2,660,15,673,0,1241,28152,"Yersinia kristensenii","Yersinia kristensenii","enterobacteria","Bacteria","poly-beta-1"
"gi|1267220897|ref|WP_098080824.1|","1",89.394,"660","69",1,1,660,15,673,0,1238,28152,"Yersinia kristensenii","Yersinia kristensenii","enterobacteria","Bacteria","poly-beta-1"
"gi|644962939|ref|WP_025383694.1|","1",89.378,"659","70",0,2,660,15,673,0,1231,367190,"Yersinia similis","Yersinia similis","enterobacteria","Bacteria","poly-beta-1"
"gi|910802643|ref|WP_050104457.1|","1",89.226,"659","71",0,2,660,15,673,0,1229,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: poly-beta-1"
"gi|902510134|ref|WP_049600378.1|","1",89.074,"659","72",0,2,660,15,673,0,1228,1649845,"Yersinia pseudotuberculosis complex","Yersinia pseudotuberculosis complex","enterobacteria","Bacteria","MULTISPECIES: poly-beta-1"
"gi|920595914|ref|WP_053011308.1|","1",89.074,"659","72",0,2,660,15,673,0,1228,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","poly-beta-1"
"gi|910788077|ref|WP_050092111.1|","1",89.074,"659","72",0,2,660,15,673,0,1228,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","poly-beta-1"
"gi|727729113|ref|WP_033850129.1|","1",89.074,"659","72",0,2,660,15,673,0,1227,1341643,"Yersinia wautersii","Yersinia wautersii","enterobacteria","Bacteria","poly-beta-1"
"gi|4321107|gb|AAB66589.2|","1",88.923,"659","73",0,2,660,15,673,0,1226,632,"Yersinia pestis","Yersinia pestis","enterobacteria","Bacteria","HmsF [Yersinia pestis]"
"gi|488140835|ref|WP_002212043.1|","1",88.923,"659","73",0,2,660,15,673,0,1226,629,"Yersinia","Yersinia","enterobacteria","Bacteria","MULTISPECIES: poly-beta-1"
"gi|500245870|ref|WP_011906229.1|","1",88.923,"659","73",0,2,660,15,673,0,1224,632,"Yersinia pestis","Yersinia pestis","enterobacteria","Bacteria","poly-beta-1"
"gi|694125771|ref|WP_032466366.1|","1",88.771,"659","74",0,2,660,15,673,0,1224,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","poly-beta-1"
"gi|742342800|ref|WP_038834232.1|","1",88.771,"659","74",0,2,660,15,673,0,1223,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","poly-beta-1"
"gi|1437943223|emb|SUP85667.1|","1",88.771,"659","74",0,2,660,15,673,0,1223,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","outer membrane N-deacetylase [Yersinia pseudotuberculosis]"
"gi|910821875|ref|WP_050117290.1|","1",88.771,"659","74",0,2,660,15,673,0,1223,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","poly-beta-1"
"gi|391698421|gb|EIT30729.1|","1",90.031,"652","64",1,9,660,3,653,0,1222,992178,"Yersinia pestis PY-96","Yersinia pestis PY-96","enterobacteria","Bacteria","poly-beta-1"
"gi|1368979446|ref|WP_106441079.1|","1",88.619,"659","75",0,2,660,15,673,0,1221,633,"Yersinia pseudotuberculosis","Yersinia pseudotuberculosis","enterobacteria","Bacteria","poly-beta-1"
"gi|570293339|gb|ETO49352.1|","1",87.5,"656","82",0,2,657,15,670,0,1198,1330536,"Yersinia pestis S3","Yersinia pestis S3","enterobacteria","Bacteria","outer membrane N-deacetylase [Yersinia pestis S3]"
"gi|1102627879|ref|WP_071588765.1|","1",90.11,"637","63",0,24,660,1,637,0,1197,632,"Yersinia pestis","Yersinia pestis","enterobacteria","Bacteria","poly-beta-1"
"gi|514869438|ref|WP_016606804.1|","1",88.647,"643","73",0,2,644,15,657,0,1193,632,"Yersinia pestis","Yersinia pestis","enterobacteria","Bacteria","poly-beta-1"
"gi|238698802|gb|EEP91552.1|","1",89.49,"628","66",0,33,660,3,630,0,1182,527012,"Yersinia kristensenii ATCC 33638","Yersinia kristensenii ATCC 33638","enterobacteria","Bacteria","Biofilm PGA synthesis lipoprotein PgaB [Yersinia kristensenii ATCC 33638]"
"gi|510939866|ref|WP_016257606.1|","1",88.54,"637","73",0,2,638,15,651,0,1181,632,"Yersinia pestis","Yersinia pestis","enterobacteria","Bacteria","poly-beta-1"
"gi|1464284316|ref|WP_116919999.1|","1",88.449,"632","73",0,2,633,15,646,0,1170,632,"Yersinia pestis","Yersinia pestis","enterobacteria","Bacteria","poly-beta-1"
"gi|696240358|ref|WP_032819928.1|","1",89.246,"623","67",0,38,660,1,623,0,1170,28152,"Yersinia kristensenii","Yersinia kristensenii","enterobacteria","Bacteria","poly-beta-1"
"gi|262361906|gb|ACY58627.1|","1",90.048,"623","62",0,38,660,1,623,0,1170,637382,"Yersinia pestis D106004","Yersinia pestis D106004","enterobacteria","Bacteria","hemin storage system"
"gi|502823542|ref|WP_013058518.1|","2",100,"288","0",0,1,288,1,288,0,600,1386,"Bacillus","Bacillus","firmicutes","Bacteria","MULTISPECIES: polysaccharide deacetylase [Bacillus]"
"gi|1267806298|ref|WP_098547199.1|","2",99.653,"288","1",0,1,288,1,288,0,600,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|1027739528|ref|WP_063672489.1|","2",99.653,"288","1",0,1,288,1,288,0,599,1386,"Bacillus","Bacillus","firmicutes","Bacteria","MULTISPECIES: polysaccharide deacetylase [Bacillus]"
"gi|1267824886|ref|WP_098563297.1|","2",99.653,"288","1",0,1,288,1,288,0,599,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|1267518096|ref|WP_098322299.1|","2",99.653,"288","1",0,1,288,1,288,0,599,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|947236325|ref|WP_055990586.1|","2",99.653,"288","1",0,1,288,1,288,0,598,1736235,"Bacillus sp. Leaf75","Bacillus sp. Leaf75","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus sp. Leaf75]"
"gi|1033167281|ref|WP_064472020.1|","2",99.653,"288","1",0,1,288,1,288,0,598,1386,"Bacillus","Bacillus","firmicutes","Bacteria","MULTISPECIES: polysaccharide deacetylase [Bacillus]"
"gi|1267363346|ref|WP_098196853.1|","2",99.306,"288","2",0,1,288,1,288,0,597,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|1267610379|ref|WP_098382789.1|","2",99.306,"288","2",0,1,288,1,288,0,597,1386,"Bacillus","Bacillus","firmicutes","Bacteria","MULTISPECIES: polysaccharide deacetylase [Bacillus]"
"gi|1267941762|ref|WP_098598097.1|","2",99.306,"288","2",0,1,288,1,288,0,596,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|1267471030|ref|WP_098288232.1|","2",99.306,"288","2",0,1,288,1,288,0,596,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|657209289|ref|WP_029323687.1|","2",99.306,"288","2",0,1,288,1,288,0,595,1380110,"Bacillus sp. RP1137","Bacillus sp. RP1137","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus sp. RP1137]"
"gi|1326057341|gb|AUO10588.1|","2",98.264,"288","5",0,1,288,1,288,0,594,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|914730306|ref|WP_050691469.1|","2",98.611,"288","4",0,1,288,1,288,0,594,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|950229816|ref|WP_057273821.1|","2",98.264,"288","5",0,1,288,1,288,0,593,1736389,"Bacillus sp. Soil531","Bacillus sp. Soil531","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus sp. Soil531]"
"gi|1497375664|ref|WP_121945822.1|","2",97.917,"288","6",0,1,288,1,288,0,593,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|896147042|ref|WP_049165996.1|","2",97.222,"288","8",0,1,288,1,288,0,590,1386,"Bacillus","Bacillus","firmicutes","Bacteria","MULTISPECIES: intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus]"
"gi|654965207|ref|WP_028414957.1|","2",97.569,"288","7",0,1,288,1,288,0,590,1386,"Bacillus","Bacillus","firmicutes","Bacteria","MULTISPECIES: intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus]"
"gi|1452540982|ref|WP_116372226.1|","2",96.875,"288","9",0,1,288,1,288,0,590,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus megaterium]"
"gi|1462797048|ref|WP_116514525.1|","2",97.569,"288","7",0,1,288,1,288,0,590,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|1124611304|ref|WP_074893048.1|","2",97.222,"288","8",0,1,288,1,288,0,589,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus megaterium]"
"gi|836594432|ref|WP_047750024.1|","2",97.222,"288","8",0,1,288,1,288,0,589,412384,"Bacillus aryabhattai","Bacillus aryabhattai","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus aryabhattai]"
"gi|1238738667|ref|WP_095378600.1|","2",96.528,"288","10",0,1,288,1,288,0,588,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|850352660|ref|WP_048020379.1|","2",97.222,"288","8",0,1,288,1,288,0,588,412384,"Bacillus aryabhattai","Bacillus aryabhattai","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus aryabhattai]"
"gi|647311702|ref|WP_025750041.1|","2",96.528,"288","10",0,1,288,1,288,0,588,2,"Bacteria","eubacteria","bacteria","Bacteria","MULTISPECIES: intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacteria]"
"gi|1129458874|ref|WP_075419298.1|","2",96.875,"288","9",0,1,288,1,288,0,587,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|844759027|ref|WP_047930635.1|","2",96.528,"288","10",0,1,288,1,288,0,587,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|736641914|ref|WP_034649665.1|","2",96.528,"288","10",0,1,288,1,288,0,587,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|515136364|ref|WP_016765144.1|","2",96.528,"288","10",0,1,288,1,288,0,587,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|1441363117|ref|WP_114896425.1|","2",96.528,"288","10",0,1,288,1,288,0,587,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus megaterium]"
"gi|502849529|ref|WP_013084505.1|","2",96.528,"288","10",0,1,288,1,288,0,587,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus megaterium]"
"gi|1267943399|ref|WP_098599423.1|","2",96.181,"288","11",0,1,288,1,288,0,586,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus megaterium]"
"gi|1098685722|ref|WP_071271685.1|","2",96.875,"288","9",0,1,288,1,288,0,586,412384,"Bacillus aryabhattai","Bacillus aryabhattai","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus aryabhattai]"
"gi|1463799895|ref|WP_116739259.1|","2",96.181,"288","11",0,1,288,1,288,0,584,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus megaterium]"
"gi|1268714010|ref|WP_098999643.1|","2",96.181,"288","11",0,1,288,1,288,0,583,1386,"Bacillus","Bacillus","firmicutes","Bacteria","MULTISPECIES: intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus]"
"gi|763098038|ref|WP_043978535.1|","2",95.833,"288","12",0,1,288,1,288,0,581,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|504271634|ref|WP_014458736.1|","2",95.486,"288","13",0,1,288,1,288,0,581,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus megaterium]"
"gi|654959982|ref|WP_028409790.1|","2",95.486,"288","13",0,1,288,1,288,0,581,1386,"Bacillus","Bacillus","firmicutes","Bacteria","MULTISPECIES: intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus]"
"gi|1267782273|ref|WP_098526173.1|","2",95.486,"288","13",0,1,288,1,288,0,580,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus megaterium]"
"gi|1261295968|ref|WP_097823140.1|","2",95.833,"288","12",0,1,288,1,288,0,580,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus megaterium]"
"gi|1267845451|ref|WP_098579921.1|","2",95.139,"288","14",0,1,288,1,288,0,580,1404,"Bacillus megaterium","Bacillus megaterium","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus megaterium]"
"gi|1434581230|ref|WP_114324458.1|","2",95.139,"288","14",0,1,288,1,288,0,580,2184002,"Bacillus sp. AG236","Bacillus sp. AG236","firmicutes","Bacteria","intercellular adhesin biosynthesis polysaccharide N-deacetylase [Bacillus sp. AG236]"
"gi|1124388291|ref|WP_074676824.1|","2",95.139,"288","14",0,1,288,1,288,0,579,412384,"Bacillus aryabhattai","Bacillus aryabhattai","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus aryabhattai]"
"gi|772699713|ref|WP_045293681.1|","2",95.139,"288","14",0,1,288,1,288,0,578,412384,"Bacillus aryabhattai","Bacillus aryabhattai","firmicutes","Bacteria","polysaccharide deacetylase [Bacillus aryabhattai]"
